modelo,precision,recall,recall_micro,f1,hit_rate,cobertura,n_usuarios,lift
lightgbm_clasificador,0.3025606828487597,0.35560439848626363,0.2858989500367271,0.32694505582637945,0.8720420683610868,0.38973192722588956,26243,0.0
lightgbm_lambdarank,0.3016995008192661,0.3553258548085435,0.2850851924932667,0.32632418857406764,0.8716610143657356,0.38663258734503303,26243,-0.0007832964915671084
