objetivos_nuevos,encontrados_pool,encontrados_topk,usuarios_con_objetivo_nuevo,usuarios_hit_pool,usuarios_hit_topk,recall_pool_nuevos,recall_topk_nuevos,hit_rate_pool_nuevos,hit_rate_topk_nuevos
555793,29023,18071,107008,22148,15240,0.052219,0.032514,0.206975,0.142419
